pgs_id,name,trait_id,trait_label,trait_reported,variants_number,method_name,publication_id,pubmed_id,ftp_scoring_file,scoring_file
PGS000322,snpnet_Testosterone_female-specific,EFO_0004908|PATO_0000383,testosterone measurement|female,Serum testosterone levels in females,7168,snpnet,PGP000097,32873964,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000322/ScoringFiles/PGS000322.txt.gz,data/pgs/scoring_files/PGS000322.txt.gz
PGS001988,portability-PLR_M_log_testosterone,EFO_0004908|PATO_0000384,testosterone measurement|male,Testosterone (male only),3985,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001988/ScoringFiles/PGS001988.txt.gz,data/pgs/scoring_files/PGS001988.txt.gz
PGS000935,GBE_INI2966,EFO_0004918|HP_0032263,age at diagnosis|Increased blood pressure,"High blood pressure, age at diagnosis",370,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000935/ScoringFiles/PGS000935.txt.gz,data/pgs/scoring_files/PGS000935.txt.gz
PGS001371,GBE_INI2976,EFO_0004918|MONDO_0005015,age at diagnosis|diabetes mellitus,Age diabetes diagnosed,26,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001371/ScoringFiles/PGS001371.txt.gz,data/pgs/scoring_files/PGS001371.txt.gz
PGS005315,ALM_PRS,EFO_0004995,lean body mass,Appendicular lean mass,630,Genome-wide significant SNPs,PGP000766,38632276,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005315/ScoringFiles/PGS005315.txt.gz,data/pgs/scoring_files/PGS005315.txt.gz
PGS003665,L_hippocampal_body_UKBB_EUR_GWAS,EFO_0005035,hippocampal volume,Left hippocampal body volume,164,PRSice,PGP000464,37337106,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003665/ScoringFiles/PGS003665.txt.gz,data/pgs/scoring_files/PGS003665.txt.gz
PGS000318,cPRS_F,EFO_0005056|PATO_0000383,age at death|female,All-cause mortality (female),4122,Composite PRS (component scores combined by log(HR)),PGP000095,32758451,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000318/ScoringFiles/PGS000318.txt.gz,data/pgs/scoring_files/PGS000318.txt.gz
PGS000319,cPRS_M,EFO_0005056|PATO_0000384,age at death|male,All-cause mortality (male),4092,Composite PRS (component scores combined by log(HR)),PGP000095,32758451,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000319/ScoringFiles/PGS000319.txt.gz,data/pgs/scoring_files/PGS000319.txt.gz
PGS000163,baso,EFO_0005090,basophil count,Basophil count,185,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000163/ScoringFiles/PGS000163.txt.gz,data/pgs/scoring_files/PGS000163.txt.gz
PGS000177,mono,EFO_0005091,monocyte count,Monocyte count,638,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000177/ScoringFiles/PGS000177.txt.gz,data/pgs/scoring_files/PGS000177.txt.gz
PGS001902,portability-PLR_ECG_P_duration,EFO_0005094,P wave duration,P duration,640,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001902/ScoringFiles/PGS001902.txt.gz,data/pgs/scoring_files/PGS001902.txt.gz
PGS000695,snpnet.Sodium_in_urine,EFO_0005116|EFO_0009282,urinary metabolite measurement|sodium measurement,Sodium in urine [mmol/L],5833,snpnet,PGP000128,33462484,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000695/ScoringFiles/PGS000695.txt.gz,data/pgs/scoring_files/PGS000695.txt.gz
PGS019768,TPMI_795.8_Lassosum2,EFO_0005127,cancer biomarker measurement,Abnormal tumor markers,141,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019768/ScoringFiles/PGS019768.txt.gz,data/pgs/scoring_files/PGS019768.txt.gz
PGS019955,PRS1308_AR,EFO_0005199,renal transplant outcome measurement,Acute rejection after kidney transplantation,1308,clumping,PGP000845,38820342,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019955/ScoringFiles/PGS019955.txt.gz,data/pgs/scoring_files/PGS019955.txt.gz
PGS002267,PRS89_AA,EFO_0005278|EFO_0020865,cardiovascular disease biomarker measurement|aortic measurement,Ascending thoracic aortic diameter,89,Genome-wide significant variants,PGP000296,34837083,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002267/ScoringFiles/PGS002267.txt.gz,data/pgs/scoring_files/PGS002267.txt.gz
PGS001143,GBE_INI25867,EFO_0005420,grey matter volume measurement,Volume of grey matter in Parietal Operculum Cortex (R),699,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001143/ScoringFiles/PGS001143.txt.gz,data/pgs/scoring_files/PGS001143.txt.gz
PGS001141,GBE_BIN_FC10001757,EFO_0005422,skin aging,Facial ageing (looking younger than you are),7676,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001141/ScoringFiles/PGS001141.txt.gz,data/pgs/scoring_files/PGS001141.txt.gz
PGS001337,GBE_FH1002,EFO_0005606,family history of breast cancer,Family history of breast cancer,195,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001337/ScoringFiles/PGS001337.txt.gz,data/pgs/scoring_files/PGS001337.txt.gz
PGS003747,GRS341_SI,EFO_0005670,smoking initiation,Smoking initiation,341,Genome-wide significant SNPs,PGP000471,36786746,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003747/ScoringFiles/PGS003747.txt.gz,data/pgs/scoring_files/PGS003747.txt.gz
PGS001138,GBE_BIN10030820,EFO_0005767,rheumatoid factor measurement,Rheumatoid factor [> 16 IU/mL],456,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001138/ScoringFiles/PGS001138.txt.gz,data/pgs/scoring_files/PGS001138.txt.gz
PGS012514,SBP,EFO_0006335,systolic blood pressure,Systolic blood pressure,107,Pruning and Thresholding (P+T),PGP000786,42062286,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012514/ScoringFiles/PGS012514.txt.gz,data/pgs/scoring_files/PGS012514.txt.gz
PGS012515,DBP,EFO_0006336,diastolic blood pressure,Diastolic blood pressure,98,Pruning and Thresholding (P+T),PGP000786,42062286,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012515/ScoringFiles/PGS012515.txt.gz,data/pgs/scoring_files/PGS012515.txt.gz
PGS001515,GBE_INI3456,EFO_0006525,cigarettes per day measurement,Number of cigarettes currently smoked daily (current cigarette smokers),9,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001515/ScoringFiles/PGS001515.txt.gz,data/pgs/scoring_files/PGS001515.txt.gz
PGS002616,cov_SMOKING_STATUS.P+T.5e-08,EFO_0006527,smoking status measurement,Smoking status,201,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002616/ScoringFiles/PGS002616.txt.gz,data/pgs/scoring_files/PGS002616.txt.gz
PGS004164,PRS16_LC,EFO_0006527|MONDO_0005138,smoking status measurement|lung carcinoma,Lung cancer in never smokers,16,Genome-wide significant SNPs,PGP000518,37846649,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004164/ScoringFiles/PGS004164.txt.gz,data/pgs/scoring_files/PGS004164.txt.gz
PGS001123,GBE_BIN100240,EFO_0006781,coffee consumption measurement,Coffee consumption,48,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001123/ScoringFiles/PGS001123.txt.gz,data/pgs/scoring_files/PGS001123.txt.gz
PGS000664,GRS7_GFR,EFO_0006829,GFR change measurement,Rapid decline of glomerular filtration rate (GFR),7,"Genome-wide significant SNPs, candidate gene based approach",PGP000124,33137338,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000664/ScoringFiles/PGS000664.txt.gz,data/pgs/scoring_files/PGS000664.txt.gz
PGS005320,LPA_PRS,EFO_0006925,lipoprotein A measurement,Lipoprotein (a),36,Genome-wide significant SNPs,PGP000766,38632276,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005320/ScoringFiles/PGS005320.txt.gz,data/pgs/scoring_files/PGS005320.txt.gz
PGS001392,GBE_FH1001,EFO_0006953,family history of lung cancer,Family history of lung cancer,312,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001392/ScoringFiles/PGS001392.txt.gz,data/pgs/scoring_files/PGS001392.txt.gz
PGS001899,portability-PLR_depression_feelings,EFO_0007006,depressive symptom measurement,Recent feelings of depression,2434,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001899/ScoringFiles/PGS001899.txt.gz,data/pgs/scoring_files/PGS001899.txt.gz
PGS000767,GRS14,EFO_0007006|MONDO_0002009,depressive symptom measurement|major depressive disorder,Depression,14,Genome-wide significant variants,PGP000174,31537779,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000767/ScoringFiles/PGS000767.txt.gz,data/pgs/scoring_files/PGS000767.txt.gz
PGS001118,GBE_BIN_FC10002492,EFO_0007010,drug use measurement,Taking other prescription medications,1846,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001118/ScoringFiles/PGS001118.txt.gz,data/pgs/scoring_files/PGS001118.txt.gz
PGS001116,GBE_BIN_FC2006154,EFO_0007012,NSAID use measurement,Ibuprofen use,174,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001116/ScoringFiles/PGS001116.txt.gz,data/pgs/scoring_files/PGS001116.txt.gz
PGS001114,GBE_BIN_FC8006154,EFO_0007012|EFO_0009799,NSAID use measurement|self-reported trait,"Ibuprofen use, self-reported",419,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001114/ScoringFiles/PGS001114.txt.gz,data/pgs/scoring_files/PGS001114.txt.gz
PGS001112,GBE_BIN_FC1006154,EFO_0007013,aspirin use measurement,Aspirin,499,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001112/ScoringFiles/PGS001112.txt.gz,data/pgs/scoring_files/PGS001112.txt.gz
PGS001391,GBE_INI20453,EFO_0007585,Cannabis use,Ever taken cannabis,819,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001391/ScoringFiles/PGS001391.txt.gz,data/pgs/scoring_files/PGS001391.txt.gz
PGS001085,GBE_BIN_FC10001628,EFO_0007645|OBA_1000840,longitudinal alcohol consumption measurement|alcohol consumption quality,"Increased alcohol consumption, versus 10 years ago",214,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001085/ScoringFiles/PGS001085.txt.gz,data/pgs/scoring_files/PGS001085.txt.gz
PGS002004,portability-PLR_sensitive_stomach,EFO_0007652,health trait,Sensitive stomach,3970,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002004/ScoringFiles/PGS002004.txt.gz,data/pgs/scoring_files/PGS002004.txt.gz
PGS003440,GRS11_nonapoeAD,EFO_0007659|MONDO_0004975,APOE carrier status|Alzheimer disease,Alzheimer's disease in non APOE,11,Genome-wide significant SNPs,PGP000444,36653486,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003440/ScoringFiles/PGS003440.txt.gz,data/pgs/scoring_files/PGS003440.txt.gz
PGS002610,mental_NEUROTICISM.P+T.5e-08,EFO_0007660,neuroticism measurement,Neuroticism,196,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002610/ScoringFiles/PGS002610.txt.gz,data/pgs/scoring_files/PGS002610.txt.gz
PGS000777,PHS3_PDD,EFO_0007710|MONDO_0005180,cognitive decline measurement|Parkinson disease,Parkinson's disease dementia,3,Variants associated with Parkinson's disease,PGP000181,33958783,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000777/ScoringFiles/PGS000777.txt.gz,data/pgs/scoring_files/PGS000777.txt.gz
PGS012569,DHA_PplusT,EFO_0007761,docosahexaenoic acid measurement,Docosahexaenoic acid,179,Pruning and Thresholding (P+T),PGP000809,42721579,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012569/ScoringFiles/PGS012569.txt.gz,data/pgs/scoring_files/PGS012569.txt.gz
PGS000718,PRPBB_44,EFO_0007766,response to beta blocker,Beta-blocker survival benefit,44,Cox proportional hazard model + LD-clumping,PGP000134,33012170,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000718/ScoringFiles/PGS000718.txt.gz,data/pgs/scoring_files/PGS000718.txt.gz
PGS004897,UACR,EFO_0007778,urinary albumin to creatinine ratio,Urinary albumin-to-creatinine ratio,28,Genome-wide significant SNPs,PGP000623,37446387,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004897/ScoringFiles/PGS004897.txt.gz,data/pgs/scoring_files/PGS004897.txt.gz
PGS003575,mloy-PRS,EFO_0007783,mosaic loss of chromosome Y measurement,Mosaic loss of chromosome Y,114,Genome-wide significant variants,PGP000460,36674414,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003575/ScoringFiles/PGS003575.txt.gz,data/pgs/scoring_files/PGS003575.txt.gz
PGS000843,WHRadjBMI,EFO_0007788,BMI-adjusted waist-hip ratio,WHR adjusted for BMI,63,Genome-wide significant variants,PGP000211,34737425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000843/ScoringFiles/PGS000843.txt.gz,data/pgs/scoring_files/PGS000843.txt.gz
PGS004909,EUR_wGRS7,EFO_0007794,nicotine metabolite ratio,Nicotine metabolite ratio,8,"Genome-wide significant SNPs, conditional analysis",PGP000641,30815984,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004909/ScoringFiles/PGS004909.txt.gz,data/pgs/scoring_files/PGS004909.txt.gz
PGS001396,GBE_QT_FC1002060,EFO_0007803,emotional symptom measurement,Frequency of unenthusiasm / disinterest in last 2 weeks,2431,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001396/ScoringFiles/PGS001396.txt.gz,data/pgs/scoring_files/PGS001396.txt.gz
PGS001099,GBE_INI5085,EFO_0007814,refractive error measurement,Spherical power (left eye),6639,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001099/ScoringFiles/PGS001099.txt.gz,data/pgs/scoring_files/PGS001099.txt.gz
PGS002582,body_BALDING1.P+T.5e-08,EFO_0007825,balding measurement,Balding Type 1,1998,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002582/ScoringFiles/PGS002582.txt.gz,data/pgs/scoring_files/PGS002582.txt.gz
PGS001091,GBE_BIN2020,EFO_0007865,loneliness measurement,Loneliness,660,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001091/ScoringFiles/PGS001091.txt.gz,data/pgs/scoring_files/PGS001091.txt.gz
PGS001090,GBE_BIN_FC40020489,EFO_0007869,wellbeing measurement,Often felt loved as a child,7555,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001090/ScoringFiles/PGS001090.txt.gz,data/pgs/scoring_files/PGS001090.txt.gz
PGS003859,GRS129_insomnia,EFO_0007876,insomnia measurement,Insomnia,129,Genome-wide significant SNPs,PGP000497,37013595,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003859/ScoringFiles/PGS003859.txt.gz,data/pgs/scoring_files/PGS003859.txt.gz
PGS001981,portability-PLR_log_ventricular_rate,EFO_0007928,ventricular rate measurement,Ventricular rate,6324,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001981/ScoringFiles/PGS001981.txt.gz,data/pgs/scoring_files/PGS001981.txt.gz
PGS000679,snpnet.Creatinine_in_urine,EFO_0007934,creatinine clearance measurement,Creatinine in urine [umol/L],5469,snpnet,PGP000128,33462484,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000679/ScoringFiles/PGS000679.txt.gz,data/pgs/scoring_files/PGS000679.txt.gz
PGS001080,GBE_QT_FC1002080,EFO_0007946,tiredness measurement,Freq. of tiredness / lethargy in last 2 weeks,5594,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001080/ScoringFiles/PGS001080.txt.gz,data/pgs/scoring_files/PGS001080.txt.gz
PGS000185,pdw,EFO_0007984,platelet component distribution width,Platelet distribution width,555,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000185/ScoringFiles/PGS000185.txt.gz,data/pgs/scoring_files/PGS000185.txt.gz
PGS000184,pct,EFO_0007985,platelet crit,Platelet crit,700,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000184/ScoringFiles/PGS000184.txt.gz,data/pgs/scoring_files/PGS000184.txt.gz
PGS000171,irf,EFO_0007986,reticulocyte count,Immature fraction of reticulocytes,372,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000171/ScoringFiles/PGS000171.txt.gz,data/pgs/scoring_files/PGS000171.txt.gz
PGS000178,mono_p,EFO_0007989,monocyte percentage of leukocytes,Monocyte percentage of white cells,549,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000178/ScoringFiles/PGS000178.txt.gz,data/pgs/scoring_files/PGS000178.txt.gz
PGS000183,neut_p,EFO_0007990,neutrophil percentage of leukocytes,Neutrophil percentage of white cells,437,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000183/ScoringFiles/PGS000183.txt.gz,data/pgs/scoring_files/PGS000183.txt.gz
PGS000166,eo_p,EFO_0007991,eosinophil percentage of leukocytes,Eosinophil percentage of white cells,571,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000166/ScoringFiles/PGS000166.txt.gz,data/pgs/scoring_files/PGS000166.txt.gz
PGS000164,baso_p,EFO_0007992,basophil percentage of leukocytes,Basophil percentage of white cells,150,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000164/ScoringFiles/PGS000164.txt.gz,data/pgs/scoring_files/PGS000164.txt.gz
PGS000173,lymph_p,EFO_0007993,lymphocyte percentage of leukocytes,Lymphocyte percentage of white cells,472,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000173/ScoringFiles/PGS000173.txt.gz,data/pgs/scoring_files/PGS000173.txt.gz
PGS001397,GBE_INI971,EFO_0008002,physical activity measurement,Frequency of walking for pleasure in last 4 weeks,1276,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001397/ScoringFiles/PGS001397.txt.gz,data/pgs/scoring_files/PGS001397.txt.gz
PGS000306,GRS19_FGadjBMI,EFO_0008036,BMI-adjusted fasting blood glucose measurement,Fasting glucose (body mass index adjusted),19,GWAS-significant (lead and secondary) variants,PGP000092,32527150,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000306/ScoringFiles/PGS000306.txt.gz,data/pgs/scoring_files/PGS000306.txt.gz
PGS000308,GRS12_FIadjBMI,EFO_0008037,BMI-adjusted fasting blood insulin measurement,Fasting insulin (body mass index adjusted),12,GWAS-significant (lead and secondary) variants,PGP000092,32527150,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000308/ScoringFiles/PGS000308.txt.gz,data/pgs/scoring_files/PGS000308.txt.gz
PGS001065,GBE_BIN_FC3006144,EFO_0008111,diet measurement,Never eat wheat,5,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001065/ScoringFiles/PGS001065.txt.gz,data/pgs/scoring_files/PGS001065.txt.gz
PGS000666,PGS_LVESVi,EFO_0008206,left ventricular systolic function measurement,Body surface area-indexed left ventricular end-systolic volume,28,Genome-wide significant variants,PGP000126,32382064,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000666/ScoringFiles/PGS000666.txt.gz,data/pgs/scoring_files/PGS000666.txt.gz
PGS002586,other_MORNINGPERSON.P+T.5e-08,EFO_0008328,chronotype measurement,Chronotype (morning person),255,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002586/ScoringFiles/PGS002586.txt.gz,data/pgs/scoring_files/PGS002586.txt.gz
PGS001054,GBE_BIN1210,EFO_0008341,snoring measurement,Snoring,7407,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001054/ScoringFiles/PGS001054.txt.gz,data/pgs/scoring_files/PGS001054.txt.gz
PGS002278,GRS16_snLVEF,EFO_0008373,left ventricular ejection fraction measurement,Supranormal left ventricular ejection fraction,16,Genome-wide significant variants,PGP000307,35278270,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002278/ScoringFiles/PGS002278.txt.gz,data/pgs/scoring_files/PGS002278.txt.gz
PGS001985,portability-PLR_logMAR,EFO_0008385,visual acuity measurement,logMAR in round (left/right),223,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001985/ScoringFiles/PGS001985.txt.gz,data/pgs/scoring_files/PGS001985.txt.gz
PGS000656,NAS-11,EFO_0008421,non-alcoholic fatty liver disease severity measurement,Non-alcoholic fatty liver disease activity score,11,Genome-wide significant variants,PGP000119,31311600,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000656/ScoringFiles/PGS000656.txt.gz,data/pgs/scoring_files/PGS000656.txt.gz
PGS000834,CIR,EFO_0008473,insulin response measurement,Corrected insulin response (at 30mins during OGTT),220,Genome-wide significant variants,PGP000211,34737425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000834/ScoringFiles/PGS000834.txt.gz,data/pgs/scoring_files/PGS000834.txt.gz
PGS018430,TPMI_070.4_Lassosum2,EFO_0008496,chronic hepatitis,Chronic hepatitis,305,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018430/ScoringFiles/PGS018430.txt.gz,data/pgs/scoring_files/PGS018430.txt.gz
PGS001050,GBE_HC1098,EFO_0008561,diaphragmatic hernia,Diaphragmatic hernia (time-to-event),1857,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001050/ScoringFiles/PGS001050.txt.gz,data/pgs/scoring_files/PGS001050.txt.gz
PGS001049,GBE_BIN2040,EFO_0008579,risk-taking behaviour,Risk taking behaviour,4299,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001049/ScoringFiles/PGS001049.txt.gz,data/pgs/scoring_files/PGS001049.txt.gz
PGS001048,GBE_HC1576,EFO_0008586,Non-ST Elevation Myocardial Infarction,NSTEMI (algorithmically-defined),687,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001048/ScoringFiles/PGS001048.txt.gz,data/pgs/scoring_files/PGS001048.txt.gz
PGS019453,TPMI_586.2_Lassosum2,EFO_0008619,Simple Cyst of Kidney,Cyst of kidney acquired,2,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019453/ScoringFiles/PGS019453.txt.gz,data/pgs/scoring_files/PGS019453.txt.gz
PGS002577,repro_NumberChildrenEverBorn_Pooled.P+T.5e-08,EFO_0009102,number of children ever born measurement,Number of children ever born,21,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002577/ScoringFiles/PGS002577.txt.gz,data/pgs/scoring_files/PGS002577.txt.gz
PGS001047,GBE_BIN_FC20001249,EFO_0009115,tobacco smoke exposure measurement,Past tobacco smoking (Smoked occasionally),2245,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001047/ScoringFiles/PGS001047.txt.gz,data/pgs/scoring_files/PGS001047.txt.gz
PGS001045,GBE_BIN_FC6006155,EFO_0009116,vitamin supplement exposure measurement,Vitamin B9 intake,5,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001045/ScoringFiles/PGS001045.txt.gz,data/pgs/scoring_files/PGS001045.txt.gz
PGS000188,rdw,EFO_0009188,Red cell distribution width,Red cell distribution width,546,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000188/ScoringFiles/PGS000188.txt.gz,data/pgs/scoring_files/PGS000188.txt.gz
PGS001040,GBE_cancer1060,EFO_0009260,non-melanoma skin carcinoma,Non melanoma skin cancer,1610,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001040/ScoringFiles/PGS001040.txt.gz,data/pgs/scoring_files/PGS001040.txt.gz
PGS001347,GBE_FH1263,EFO_0009268,family history of Alzheimer’s disease,Family history of Alzheimer's/dementia,139,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001347/ScoringFiles/PGS001347.txt.gz,data/pgs/scoring_files/PGS001347.txt.gz
PGS001403,GBE_INI4105,EFO_0009270,heel bone mineral density,Heel bone mineral density (BMD) (L),8285,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001403/ScoringFiles/PGS001403.txt.gz,data/pgs/scoring_files/PGS001403.txt.gz
PGS001036,GBE_INI23004,EFO_0009271,Epstein Barr virus nuclear antigen-1 seropositivity,Epstein Barr virus nuclear antigen 1 IgG seropositivity,38,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001036/ScoringFiles/PGS001036.txt.gz,data/pgs/scoring_files/PGS001036.txt.gz
PGS003427,lvmi,EFO_0009290,left ventricular mass index,Left ventricular mass index (LVMI),465,Pruning and Thresholding (P+T),PGP000434,36944631,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003427/ScoringFiles/PGS003427.txt.gz,data/pgs/scoring_files/PGS003427.txt.gz
PGS001399,GBE_INI23002,EFO_0009340,Varicella zoster virus seropositivity,GE / gI antigen for Varicella Zoster Virus,5,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001399/ScoringFiles/PGS001399.txt.gz,data/pgs/scoring_files/PGS001399.txt.gz
